Timestamp,Presence,Temperature,Luminosite,Salle_Occupee
2026-01-01 19:01:51,2,21.9,745,True
2026-01-01 19:01:56,0,21.2,357,False
2026-01-01 19:02:01,3,21.4,418,True
2026-01-01 19:02:06,1,22.0,501,True
2026-01-01 19:02:11,1,22.5,655,True
2026-01-01 19:02:16,3,22.1,449,True
2026-01-01 19:02:21,1,21.4,677,True
2026-01-01 19:02:26,2,22.3,720,True
2026-01-01 19:02:31,1,21.1,551,True
2026-01-01 19:02:36,0,21.5,374,False
2026-01-01 19:02:41,2,22.6,521,True
2026-01-01 19:02:46,3,23.2,759,True
2026-01-01 19:02:51,3,22.3,572,True
2026-01-01 19:02:56,1,22.9,604,True
2026-01-01 19:03:01,1,21.9,455,True
2026-01-01 19:03:06,3,22.6,488,True
2026-01-01 19:03:11,2,22.0,536,True
2026-01-01 19:03:16,3,22.3,471,True
2026-01-01 19:03:21,0,21.2,140,False
2026-01-01 19:03:26,2,22.5,763,True
2026-01-01 19:03:31,0,22.9,392,False
2026-01-01 19:03:36,1,22.3,431,True
2026-01-01 19:03:41,3,22.2,675,True
2026-01-01 19:03:46,1,21.8,716,True
2026-01-01 19:03:51,2,21.9,713,True
2026-01-01 19:03:56,2,22.7,407,True
2026-01-01 19:04:01,1,21.3,441,True
2026-01-01 19:04:06,1,21.6,719,True
2026-01-01 19:04:11,0,21.6,400,False
2026-01-01 19:04:16,3,22.3,455,True
2026-01-01 19:04:21,2,21.3,466,True
2026-01-01 19:04:26,1,21.7,459,True
2026-01-01 19:04:31,2,21.3,455,True
2026-01-01 19:04:36,2,21.5,675,True
2026-01-01 19:04:41,0,21.7,168,False
2026-01-01 19:04:46,1,21.6,477,True
2026-01-01 19:04:51,1,23.0,452,True
2026-01-01 19:04:56,0,21.4,101,False
2026-01-01 19:05:01,2,22.3,582,True
2026-01-01 19:05:06,3,21.5,781,True
2026-01-01 19:05:11,1,22.6,746,True
2026-01-01 19:05:16,1,22.1,645,True
2026-01-01 19:05:21,1,21.6,687,True
2026-01-01 19:05:26,2,23.0,615,True
2026-01-01 19:05:31,1,22.0,515,True
2026-01-01 19:05:36,1,21.4,641,True
2026-01-01 19:05:41,2,22.5,661,True
2026-01-01 19:05:46,3,22.7,514,True
2026-01-01 19:05:51,2,21.6,700,True
2026-01-01 19:05:56,2,22.7,787,True
2026-01-01 19:06:01,2,21.2,433,True
2026-01-01 19:06:06,3,22.7,466,True
2026-01-01 19:06:11,1,21.8,640,True
2026-01-01 19:06:16,0,22.5,109,False
2026-01-01 19:06:21,3,22.2,702,True
2026-01-01 19:06:26,1,21.9,442,True
2026-01-01 19:06:31,1,21.4,694,True
2026-01-01 19:06:36,3,21.8,480,True
2026-01-01 19:06:41,0,21.2,178,False
2026-01-01 19:06:46,0,21.3,131,False
2026-01-01 19:06:51,0,22.9,195,False
2026-01-01 19:06:56,2,21.6,525,True
2026-01-01 19:07:01,1,22.8,685,True
2026-01-01 19:07:06,2,22.1,795,True
2026-01-01 19:07:11,1,23.0,791,True
2026-01-01 19:07:16,0,22.7,248,False
2026-01-01 19:07:21,3,22.9,776,True
2026-01-01 19:07:26,1,21.1,685,True
2026-01-01 19:07:31,1,21.3,787,True
2026-01-01 19:07:36,1,22.4,798,True
2026-01-01 19:07:41,2,22.8,550,True
2026-01-01 19:07:46,3,21.6,786,True
2026-01-01 19:07:51,0,22.1,291,False
2026-01-01 19:07:56,0,21.5,161,False
2026-01-01 19:08:01,3,23.2,747,True
2026-01-01 19:08:06,0,22.8,226,False
2026-01-01 19:08:11,0,23.0,164,False
2026-01-01 19:08:16,0,21.1,341,False
2026-01-01 19:08:21,3,23.1,694,True
2026-01-01 19:08:26,1,22.9,500,True
2026-01-01 19:08:31,1,21.3,401,True
2026-01-01 19:08:36,2,22.9,527,True
2026-01-01 19:08:41,2,21.4,608,True
2026-01-01 19:08:46,0,22.4,393,False
2026-01-01 19:08:51,3,22.0,699,True
2026-01-01 19:08:56,3,21.9,733,True
2026-01-01 19:09:01,2,21.3,788,True
2026-01-01 19:09:06,1,22.1,763,True
2026-01-01 19:09:11,3,21.5,435,True
2026-01-01 19:09:16,3,21.4,547,True
2026-01-01 19:09:21,2,21.5,727,True
2026-01-01 19:09:26,0,22.9,377,False
2026-01-01 19:09:31,3,22.1,571,True
2026-01-01 19:09:36,3,21.6,660,True
2026-01-01 19:09:41,3,21.5,538,True
2026-01-01 19:09:46,2,22.3,539,True
2026-01-01 19:09:51,0,22.7,261,False
2026-01-01 19:09:56,2,22.4,795,True
2026-01-01 19:10:01,2,21.7,504,True
2026-01-01 19:10:06,2,22.3,527,True
2026-01-01 19:10:11,0,21.4,278,False
2026-01-01 19:10:16,2,22.1,532,True
2026-01-01 19:10:21,3,22.1,697,True
2026-01-01 19:10:26,1,21.3,409,True
2026-01-01 19:10:31,0,22.6,398,False
2026-01-01 19:10:36,3,22.6,701,True
2026-01-01 19:10:41,2,21.7,736,True
2026-01-01 19:10:46,1,22.2,460,True
2026-01-01 19:10:51,3,22.2,501,True
2026-01-01 19:10:56,0,22.1,316,False
2026-01-01 19:11:01,2,22.5,599,True
2026-01-01 19:11:06,0,21.8,158,False
2026-01-01 19:11:11,1,21.5,491,True
2026-01-01 19:11:16,0,21.9,304,False
2026-01-01 19:11:21,1,21.5,603,True
2026-01-01 19:11:26,3,22.2,507,True
2026-01-01 19:11:31,0,21.5,167,False
2026-01-01 19:11:36,2,21.1,553,True
2026-01-01 19:11:41,2,22.3,706,True
2026-01-01 19:11:46,2,21.7,721,True
2026-01-01 19:11:51,1,22.0,595,True
2026-01-01 19:11:56,3,22.8,451,True
2026-01-01 19:12:01,0,21.6,267,False
2026-01-01 19:12:07,2,22.9,440,True
2026-01-01 19:12:12,1,22.3,419,True
2026-01-01 19:12:17,2,22.5,450,True
2026-01-01 19:12:22,2,21.7,522,True
2026-01-01 19:12:27,2,22.8,547,True
2026-01-01 19:12:32,3,22.9,760,True
2026-01-01 19:12:37,1,22.6,412,True
2026-01-01 19:12:42,3,21.4,592,True
2026-01-01 19:12:47,3,22.5,414,True
2026-01-01 19:12:52,0,22.1,374,False
2026-01-01 19:12:57,3,23.1,470,True
2026-01-01 19:13:02,1,22.1,554,True
2026-01-01 19:13:07,2,21.6,751,True
2026-01-01 19:13:12,2,22.6,780,True
2026-01-01 19:13:17,3,22.0,549,True
2026-01-01 19:13:22,0,22.3,266,False
2026-01-01 19:13:27,3,21.5,630,True
2026-01-01 19:13:32,1,22.2,431,True
2026-01-01 19:13:37,3,21.7,595,True
2026-01-01 19:13:42,0,21.9,171,False
2026-01-01 19:13:47,0,22.4,148,False
2026-01-01 19:13:52,0,22.2,335,False
2026-01-01 19:13:57,1,21.3,554,True
2026-01-01 19:14:02,3,21.4,467,True
2026-01-01 19:14:07,3,21.9,421,True
2026-01-01 19:14:12,2,22.7,692,True
2026-01-01 19:14:17,1,22.8,563,True
2026-01-01 19:14:22,2,21.9,642,True
2026-01-01 19:14:27,2,22.2,630,True
2026-01-01 19:14:32,1,21.8,664,True
2026-01-01 19:14:37,1,22.7,446,True
2026-01-01 19:14:42,0,22.8,151,False
2026-01-01 19:14:47,0,23.0,172,False
2026-01-01 19:14:52,0,21.1,286,False
2026-01-01 19:14:57,3,23.2,497,True
2026-01-01 19:15:02,2,21.9,508,True
2026-01-01 19:15:07,3,22.3,793,True
2026-01-01 19:15:12,3,22.6,511,True
2026-01-01 19:15:17,1,22.2,711,True
2026-01-01 19:15:22,2,22.2,592,True
2026-01-01 19:15:27,1,22.9,689,True
2026-01-01 19:15:32,2,22.3,746,True
2026-01-01 19:15:37,2,22.0,428,True
2026-01-01 19:15:42,1,22.1,571,True
2026-01-01 19:15:47,3,22.3,658,True
2026-01-01 19:15:52,0,22.7,340,False
2026-01-01 19:15:57,2,21.3,781,True
2026-01-01 19:16:02,3,21.2,429,True
2026-01-01 19:16:07,0,21.4,358,False
2026-01-01 19:16:12,3,22.4,672,True
2026-01-01 19:16:17,0,21.8,267,False
2026-01-01 19:16:22,3,23.1,723,True
2026-01-01 19:16:27,3,23.0,730,True
2026-01-01 19:16:31,1,22.4,507,True
2026-01-01 19:16:33,2,22.9,465,True
2026-01-01 19:16:35,2,22.3,617,True
2026-01-01 19:16:37,3,22.9,408,True
2026-01-01 19:16:39,2,21.5,436,True
2026-01-01 19:16:41,3,21.7,456,True
2026-01-01 19:16:43,1,21.1,571,True
2026-01-01 19:16:45,0,21.4,379,False
2026-01-01 19:16:47,3,22.5,698,True
2026-01-01 19:16:49,1,22.6,540,True
2026-01-01 19:16:51,0,21.9,298,False
2026-01-01 19:16:53,3,21.8,771,True
2026-01-01 19:16:55,2,21.4,719,True
2026-01-01 19:16:57,0,21.9,218,False
2026-01-01 19:16:59,2,21.8,773,True
2026-01-01 19:17:01,3,23.1,652,True
2026-01-01 19:17:03,0,22.7,148,False
2026-01-01 19:17:05,2,22.1,691,True
2026-01-01 19:17:07,1,22.5,688,True
2026-01-01 19:17:09,1,21.2,650,True
2026-01-01 19:17:11,0,21.4,101,False
2026-01-01 19:17:13,3,22.7,630,True
2026-01-01 19:17:15,1,22.8,450,True
2026-01-01 19:17:17,0,22.5,241,False
2026-01-01 19:17:19,1,22.5,540,True
2026-01-01 19:17:21,0,21.8,351,False
2026-01-01 19:17:23,2,21.8,574,True
2026-01-01 19:17:25,0,21.9,318,False
2026-01-01 19:17:27,2,21.5,775,True
2026-01-01 19:17:29,0,22.0,382,False
2026-01-01 19:17:31,2,22.5,523,True
2026-01-01 19:17:33,0,21.3,205,False
2026-01-01 19:17:36,0,22.4,121,False
2026-01-01 19:17:38,2,21.7,648,True
2026-01-01 19:17:40,0,22.0,264,False
2026-01-01 19:17:42,3,22.8,677,True
2026-01-01 19:17:44,0,22.1,123,False
2026-01-01 19:17:46,1,21.2,623,True
2026-01-01 19:17:48,0,21.2,330,False
2026-01-01 19:17:50,1,22.6,551,True
2026-01-01 19:17:52,2,23.0,734,True
2026-01-01 19:17:54,1,22.4,481,True
2026-01-01 19:17:56,1,22.4,726,True
2026-01-01 19:17:58,0,22.6,385,False
2026-01-01 19:18:00,2,22.2,594,True
2026-01-01 19:18:02,2,22.4,477,True
2026-01-01 19:18:04,0,21.1,198,False
2026-01-01 19:18:06,3,21.7,520,True
2026-01-01 19:18:08,3,23.2,666,True
2026-01-01 19:18:10,3,23.1,748,True
2026-01-01 19:18:12,0,21.6,373,False
2026-01-01 19:18:14,0,22.8,217,False
2026-01-01 19:18:16,1,22.8,619,True
2026-01-01 19:18:18,3,22.9,719,True
2026-01-01 19:18:20,3,22.1,720,True
2026-01-01 19:18:22,2,22.2,650,True
2026-01-01 19:18:24,1,21.9,485,True
2026-01-01 19:18:26,1,21.2,559,True
2026-01-01 19:18:28,3,21.3,468,True
2026-01-01 19:18:30,3,21.7,427,True
2026-01-01 19:18:32,3,23.0,695,True
2026-01-01 19:18:34,2,21.7,730,True
2026-01-01 19:18:36,2,22.1,632,True
2026-01-01 19:18:38,2,22.8,412,True
2026-01-01 19:18:40,3,22.2,607,True
2026-01-01 19:18:42,0,22.1,323,False
2026-01-01 19:18:44,2,21.6,775,True
2026-01-01 19:18:46,2,22.2,596,True
2026-01-01 19:18:48,0,21.1,350,False
2026-01-01 19:18:50,2,21.5,429,True
2026-01-01 19:18:52,1,21.7,566,True
2026-01-01 19:18:54,0,22.4,149,False
2026-01-01 19:18:56,3,21.6,696,True
2026-01-01 19:18:58,3,23.1,610,True
2026-01-01 19:19:00,2,22.3,492,True
2026-01-01 19:19:02,2,21.9,470,True
2026-01-01 19:19:04,1,22.7,725,True
2026-01-01 19:19:06,3,22.7,480,True
2026-01-01 19:19:08,1,21.4,487,True
2026-01-01 19:19:10,0,22.5,329,False
2026-01-01 19:19:12,2,22.3,772,True
2026-01-01 19:19:14,2,21.1,680,True
2026-01-01 19:19:16,3,21.4,694,True
2026-01-01 19:19:18,3,23.0,440,True
2026-01-01 19:19:20,0,22.7,296,False
2026-01-01 19:19:22,1,22.1,553,True
2026-01-01 19:19:24,1,22.6,674,True
2026-01-01 19:19:26,1,22.1,674,True
2026-01-01 19:19:28,0,22.8,116,False
2026-01-01 19:19:30,0,22.6,290,False
2026-01-01 19:19:32,0,22.8,107,False
2026-01-01 19:19:34,0,22.1,278,False
2026-01-01 19:19:36,3,21.3,720,True
2026-01-01 19:19:38,2,21.8,795,True
2026-01-01 19:19:40,0,22.0,347,False
2026-01-01 19:19:42,3,23.2,566,True
2026-01-01 19:19:44,3,21.8,748,True
2026-01-01 19:19:46,3,22.7,634,True
2026-01-01 19:19:48,1,21.8,695,True
2026-01-01 19:19:50,3,21.5,698,True
2026-01-01 19:19:52,1,22.7,660,True
2026-01-01 19:19:54,1,21.4,726,True
2026-01-01 19:19:56,3,22.9,553,True
2026-01-01 19:19:58,0,22.4,229,False
2026-01-01 19:20:00,2,22.3,734,True
2026-01-01 19:20:02,2,21.1,472,True
2026-01-01 19:20:04,2,22.9,475,True
2026-01-01 19:20:06,1,22.5,475,True
2026-01-01 19:20:08,1,21.6,713,True
2026-01-01 19:20:10,2,22.2,641,True
2026-01-01 19:20:12,0,21.8,346,False
2026-01-01 19:20:14,2,22.3,561,True
2026-01-01 19:20:16,2,21.7,708,True
2026-01-01 19:20:18,0,22.4,104,False
2026-01-01 19:20:20,1,21.4,614,True
2026-01-01 19:20:22,1,21.8,670,True
2026-01-01 19:20:24,3,21.2,670,True
2026-01-01 19:20:26,0,22.1,221,False
2026-01-01 19:20:28,1,21.2,482,True
2026-01-01 19:20:30,3,21.5,668,True
2026-01-01 19:20:32,0,21.5,243,False
2026-01-01 19:20:34,1,21.5,476,True
2026-01-01 19:20:36,2,21.7,625,True
2026-01-01 19:20:38,1,22.7,421,True
2026-01-01 19:20:40,3,21.5,411,True
2026-01-01 19:20:42,0,22.6,340,False
2026-01-01 19:20:44,3,21.5,713,True
2026-01-01 19:20:46,1,21.3,703,True
2026-01-01 19:20:48,2,21.9,696,True
2026-01-01 19:20:50,0,22.2,328,False
2026-01-01 19:20:52,2,22.0,497,True
2026-01-01 19:20:54,1,21.6,520,True
2026-01-01 19:20:56,2,21.5,784,True
2026-01-01 19:20:58,2,22.2,503,True
2026-01-01 19:21:00,0,21.2,201,False
2026-01-01 19:21:02,1,22.5,597,True
2026-01-01 19:21:04,1,22.6,520,True
2026-01-01 19:21:06,1,22.5,748,True
2026-01-01 19:21:08,1,22.8,440,True
2026-01-01 19:21:10,2,22.2,671,True
2026-01-01 19:21:12,2,22.7,583,True
2026-01-01 19:21:14,3,21.9,404,True
2026-01-01 19:21:16,1,22.2,403,True
2026-01-01 19:21:18,2,22.1,564,True
2026-01-01 19:21:20,2,21.8,523,True
2026-01-01 19:21:22,1,22.1,761,True
2026-01-01 19:21:24,2,22.0,443,True
2026-01-01 19:21:26,2,22.2,446,True
2026-01-01 19:21:28,2,22.0,591,True
2026-01-01 19:21:30,1,21.3,685,True
2026-01-01 19:21:32,1,21.5,768,True
2026-01-01 19:21:34,3,22.0,430,True
2026-01-01 19:21:36,2,22.1,540,True
2026-01-01 19:21:38,1,22.6,569,True
2026-01-01 19:21:40,0,22.4,228,False
2026-01-01 19:21:42,2,21.3,712,True
2026-01-01 19:21:44,0,21.1,270,False
2026-01-01 19:21:46,1,22.9,475,True
2026-01-01 19:21:48,1,23.0,466,True
2026-01-01 19:21:50,1,21.9,680,True
2026-01-01 19:21:52,2,23.1,707,True
2026-01-01 19:21:54,0,21.1,346,False
2026-01-01 19:21:56,3,21.3,740,True
